"Nome","Denominação","Pastor","Endereço","Bairro","Cidade","Estado","Telefone","Email","Latitude","Longitude","Observações","Cadastrado em","Cadastrado por"
"IGREJA EVANGÉLICA INTERNACIONAL VIDA PLENA","EVANGÉLICA INTERNACIONAL","Pr. Joselito das Neves Silva","Rua André Paperini, 57","Jardim Angélica","Guarulhos","SP","","","-23.4564942","-46.4166873","CNPJ 30.068.755/0001-99, CEP 07260-460","02/03/2026","Importação PDF"
"I.E.P. BOAS NOVAS - SEDE","I.E.P.","Mis. Ivone Costa da Silva Bispo","Rua Antônio D’ Agostinho, nº 153","Jardim Dourado","Guarulhos","SP","","","-23.4603622","-46.5408154","CNPJ 52.376.837/0001-33, CEP 07093-160","02/03/2026","Importação PDF"
"I.P. AOS MONTES DE ISRAEL","I.P.","Pra. Marizete José dos Santos Barone","Rua Augusta Barbosa, 136","Jardim Palmira","Guarulhos","SP","","","-23.4318548","-46.5635506","CNPJ 12.714.534/0001-69, CEP 7076-110","02/03/2026","Importação PDF"
"IGREJA PENTECOSTAL JESUS E O CAMINHO","PENTECOSTAL","Pr. Ademir dos Santos Botaro","Rua Kazuko Fuji Chimizu, 41","Jardim Fortaleza","Guarulhos","SP","","","-23.4001","-46.4243","CNPJ 17.467.641/0001-53, CEP 07153-120","02/03/2026","Importação PDF"
"I.E.P. BOAS NOVAS - JD: Cumbica","I.E.P.","Mis. Ivone Costa da Silva Bispo","RUA Mazagão, 90","Jardim Cumbica","Guarulhos","SP","","","-23.4475","-46.402222","CNPJ 52.376.837/0003-03, CEP 07180-360","02/03/2026","Importação PDF"
"MINISTÉRIO RESTAURANDO VIDAS","MINISTÉRIO RESTAURANDO VIDAS","Pra. Rodrigo Silva Lacerda","Rua João Santana, 218","Jardim Las Vegas","Guarulhos","SP","","","-23.4317865","-46.5438057","CNPJ 54.071.563/0001-08, CEP 07082-320","02/03/2026","Importação PDF"
"MINISTÉRIO PROSSEGUINDO PARA O ALVO","MINISTÉRIO PROSSEGUINDO PARA O ALVO","Pr. Evaldo Mendes de Almeida","Rua Ribeirão Bonito, 164","Jardim São Domingos","Guarulhos","SP","","","-23.4164262","-46.4936128","CNPJ 12.929.945/0001-71, CEP 07142-200","02/03/2026","Importação PDF"
"MINISTÉRIO UMA NOVA JORNADA","MINISTÉRIO UMA NOVA JORNADA","Pr. Rubens Fernandes de Queiroz","Rua Salto Grande, 44","Jardim São Paulo","Guarulhos","SP","","","-23.4384059","-46.5300037","CNPJ 39.546.723/0001-26, CEP 07131-110","02/03/2026","Importação PDF"
"IGREJA PENTECOSTAL ESTRELA DA MANHÃ DEUS CONOSCO","PENTECOSTAL","Pra. Alexsandra Gomes da Silva","Estrada do Elenco, 50","Jardim São Domingos","Guarulhos","SP","","","-23.4035204","-46.4739525","CNPJ 48.1703.071/0001-87, CEP 07142-000","02/03/2026","Importação PDF"
"IGREJA PENTECOSTAL VINHA FRUTÍFERA","PENTECOSTAL","Pr. Genival Cavalcante de Souza","Rua Adianópolis, 28","Vila Maricy","Guarulhos","SP","","","-23.454228","-46.551786","CNPJ 37.724.758/0001-82, CEP 07134-140","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA CRISTO É ALIANÇA","EVANGÉLICA CRISTO É ALIANÇA","Pr. Antônio José da Silva Filho","Rua Ângelo Del Vequio, 166","Jardim Pinhal","Guarulhos","SP","","","-23.453085823637","-46.5269055602238","CNPJ 09.021.188/0001-29, CEP 07120-210","02/03/2026","Importação PDF"
"IGREJA ASSEMBLEIA DE DEUS ESSA É MINHA FAMÍLIA","ASSEMBLEIA DE DEUS","Pr. Carlos de Andrade Ribeiro","Rua Ribeirão Preto, 46","Cidade Soberana","Guarulhos","SP","","","-23.3969702","-46.438216","CNPJ 37.172.583/0001-48, CEP 07161-290","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS MINISTÉRIO DO TABOÃO EM GUARULHOS/SP – SOBERANA","EVANGÉLICA ASSEMBLEIA DE DEUS","Pr. Ozéias Benones da silva","Rua Carolina, 305","Cidade Soberana","Guarulhos","SP","","","-23.4022375","-46.4387533","CNPJ 03.393.414/0001-16, CEP 07161-210","02/03/2026","Importação PDF"
"IGREJA ASSEMBLÉIA DE DEUS MINISTÉRIO CIDADE NOVA BONSUCESSO - FORTALEZA","ASSEMBLÉIA DE DEUS","Pr. Thiago Cesar Cabral","Rua Alberto Marqueti, 254","Jardim Fortaleza","Guarulhos","SP","","","-23.3704058","-46.4454385","CNPJ 05.343.042/0001-49, CEP 07154-190","02/03/2026","Importação PDF"
"IGREJA ASSEMBLÉIA DE DEUS MINISTÉRIO CIDADE NOVA BONSUCESSO - BONSUCESSO","ASSEMBLÉIA DE DEUS","Pr. Thiago Cesar Cabral","Rua São Vicente Ferrer, 900","Vila Nova Bonsucesso","Guarulhos","SP","","","-23.4105645","-46.3881128","CNPJ 05.343.042/0001-49, CEP 07176-090","02/03/2026","Importação PDF"
"ASSEMBLEIA DE DEUS MINISTÉRIO NOVA ALIANÇA - CUMBICA","ASSEMBLEIA DE DEUS","Pr. Paulo Alves de Oliveira","Rua Birigui, 341","Cidade Jardim Cumbica","Guarulhos","SP","","","-23.4541671","-46.4737821","CNPJ 08.445.990/0002-64, CEP 07180-310","02/03/2026","Importação PDF"
"IGREJA ASSEMBLEIA DE DEUS MINISTÉRIO UNÇÃO E MISSÃO","ASSEMBLEIA DE DEUS","Pr. Leandro Pinheiro da Silva","Rua Da Aviação, 97 / A","Vila São Rafael","Guarulhos","SP","","","-23.474593","-46.5594906","CNPJ 19.659.534/0001-52, CEP 07053-140","02/03/2026","Importação PDF"
"IGREJA ASSEMBLEIA DE DEUS MINISTÉRIO SALVAÇÃO PARA TODOS","ASSEMBLEIA DE DEUS","Pr. Maciel Paulino Ferreira","Rua Oito, 155","Parque Primavera","Guarulhos","SP","","","-23.4328557","-46.5193681","CNPJ 20.228.212/0001-38","02/03/2026","Importação PDF"
"IGREJA APOSTÓLICA DEUS ESPIRITO VIDA","IGREJA APOSTÓLICA","Pr. Welton Cabral de Oliveira","Rua Maria Jorge Lombardi, 140","Jardim Álamo","Guarulhos","SP","","","-23.4096682","-46.3762172","CNPJ 41.844.771/0001-42, CEP 07176-600","02/03/2026","Importação PDF"
"IGREJA APOSTÓLICA TENDA DOS MILAGRES MANASSÉS","IGREJA APOSTÓLICA","Pr. Edmilson dos Santos Pereira","Rua Tucuruí, 334","Cidade Tupinambá","Guarulhos","SP","","","-23.4653285","-46.4093953","CNPJ 44.526.880/0001-00, CEP 07263-070","02/03/2026","Importação PDF"
"IGREJA SALVANDO ALMAS PARA CRISTO","","Pr. Márcio Manson","Rua Araraquara, 40","Jardim Bela Vista","Guarulhos","SP","","","-23.4366363","-46.5166613","CNPJ 44.698.922/0001-90, CEP 07132-300","02/03/2026","Importação PDF"
"I.E.P. BOAS NOVAS - Cidade Soberana","I.E.P.","Mis. Ivone Costa da Silva Bispo","AV: Monte Alegre, 1550","Cidade Soberana","Guarulhos","SP","","","-23.4009231","-46.4436165","CNPJ 52.376.837/0002-14, CEP 07161-150","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA PENTECOSTAL COROA DA VIDA","EVANGÉLICA PENTECOSTAL","Pr. Erivalter Ferreira Mendes","Rua Paquitá, 1.053","Recreio São Jorge","Guarulhos","SP","","","-23.404548","-46.5216892","CNPJ 12.153.579/0001-01, CEP 07144-160","02/03/2026","Importação PDF"
"I.P. DEUS DE PODER E GLORIA - MACEDO","I.P.","Pr. Jorge Claudio Viana","Rua Juvelina Dinah de Araújo, 62","Macedo","Guarulhos","SP","","","-23.4636154","-46.5179268","CNPJ 29.642.380/0001-40, CEP 07197-110","02/03/2026","Importação PDF"
"I.P. DEUS DE PODER E GLORIA - TABOÁO","I.P.","Pr. Jorge Claudio Viana","Rua Fernando Antônio, 43 / Sala 02","Jardim Tamassia","Guarulhos","SP","","","-23.4311515","-46.5008952","CNPJ 29.642.380/0001-40, CEP 07140-150","02/03/2026","Importação PDF"
"IGREJA PENTECOSTAL MINISTÉRIO ATENTO A VOZ DE DEUS","PENTECOSTAL","Pr. Edivaldo Francisco da Silva","Rua Queimadas, 139","Jardim Presidente Dutra","Guarulhos","SP","","","-23.4161591","-46.4299076","CNPJ 48.941.860/0001-56, CEP 07172-350","02/03/2026","Importação PDF"
"IGREJA PENTECOSTAL OS VALENTES DE DEUS","PENTECOSTAL","Pr. Antônio da Cruz Lima Vieira","Rua Bias Fortes, 174","Vila Nova Bonsucesso","Guarulhos","SP","","","-23.4041303","-46.3944144","CNPJ 32.864.755/0001-20, CEP 07176-300","02/03/2026","Importação PDF"
"IGREJA PENTECOSTAL RESPLENDECER COM CRISTO - SOBERANA","PENTECOSTAL","Pr. Jorge dos Santos Vieira","Rua Rio Negro, 235","Cidade Soberana","Guarulhos","SP","","","-23.3927222","-46.4388527","CNPJ 09.360.492/0001-09, CEP 07161-370","02/03/2026","Importação PDF"
"MINISTÉRIO APOSTÓLICO BISPA JÉSSICA POTENZA","MINISTÉRIO APOSTÓLICO","Pra. Rosangela Dias da Silva","Rua Nobel de Almeida Kuke, 382","Parque Continental II","Guarulhos","SP","","","-23.4309831","-46.5495746","CNPJ 62.132.102/0001-18, CEP 07084-210","02/03/2026","Importação PDF"
"IGREJA LIBERDADE EM CRISTO","","Pr. Carlos Eduardo Machado","Rua Júlio Morilla, 84","Parque das Nações","Guarulhos","SP","","","-23.4392733","-46.4133402","CNPJ 24.443.455/0001-40, CEP 07243-250","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA PENTECOSTAL ADORADORES DO ALTISSIMO","EVANGÉLICA PENTECOSTAL","Pr. Sidnei José de Sousa","Estrada Do Saboó, 54","Jardim São João","Guarulhos","SP","","","-23.4120724","-46.457843","CNPJ 22.370.289/0001-73, CEP 07152-000","02/03/2026","Importação PDF"
"IGREJA ASSEMBLEIA DE DEUS A MISSÃO DE CRISTO NO BRASIL","ASSEMBLEIA DE DEUS","Pr. José Valença da Silva","Rua Itambé do Mato Dentro, 97","Jardim Marilena","Guarulhos","SP","","","-23.4234471","-46.4987375","CNPJ 31.777.035/0001-65, CEP 07140-400","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS DO ATALAIA - SEDE","EVANGÉLICA ASSEMBLEIA DE DEUS","Pr. José Reinaldo Oliveira dos Santos","Avenida Manoel Isidoro Martins, 419","Cidade Martins","Guarulhos","SP","","","-23.4678","-46.5361","CNPJ 05.163.273/0001-70, CEP 07132-280","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS DA RESTAURAÇÃO","EVANGÉLICA ASSEMBLEIA DE DEUS","Pr. Ezequiel Alves de Menezes","Rua Aparecida Corrêa de Lima, 25","Vila Itapoan","Guarulhos","SP","","","-23.4681","-46.5057","CNPJ 06.038.870/0001-36, CEP 07124-540","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS MINISTÉRIO DO TABOÃO EM GUARULHOS/SP – ANITA GARIBALDI","EVANGÉLICA ASSEMBLEIA DE DEUS","Pr. Ozéias Benones da silva","Rua Carlos MariguelA, 13","Anita Garibaldi","Guarulhos","SP","","","-23.410975","-46.4162243","CNPJ 03.393.414/0001-16, CEP 07179-825","02/03/2026","Importação PDF"
"IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS MINISTÉRIO DO TABOÃO EM GUARULHOS/SP - TENDA","EVANGÉLICA ASSEMBLEIA DE DEUS","Pr. Ozéias Benones da silva","Rua José Molon, 145","Cidade Serôdio","Guarulhos","SP","","","-23.4157663","-46.4555902","CNPJ 03.393.414/0001-16, CEP 07151-340","02/03/2026","Importação PDF"
"IGREJA ASSEMBLÉIA DE DEUS MINISTÉRIO CIDADE NOVA BONSUCESSO - VILA RICA","ASSEMBLÉIA DE DEUS","Pr. Thiago Cesar Cabral","Rua José Carlos Lourenço, 491","Vila Rica","Guarulhos","SP","","","-23.395284","-46.4517321","CNPJ 05.343.042/0001-49, CEP 07156-080","02/03/2026","Importação PDF"
"IGREJA ASSEMBLÉIA DE DEUS MINISTÉRIO CRISTO É A VIDA EM CUMBICA","ASSEMBLÉIA DE DEUS","Ap. Edilson Pereira Torres","Rua Rondinha, 46","Cidade Industrial Satélite","Guarulhos","SP","","","-23.4569008","-46.4720862","CNPJ 08.533.635/0001-66, CEP 07232-122","02/03/2026","Importação PDF"
"ASSEMBLEIA DE DEUS MISSÕES PARA NAÇÕES","ASSEMBLEIA DE DEUS","Pr. Claudionor Santos Novais","Rua Horizonte, 19","Nova Ponte Alta","Guarulhos","SP","","","-23.3962083","-46.4211703","CNPJ 62.235.490/0001-62, CEP 07179-497","02/03/2026","Importação PDF"
"OBPC Campo de Guarulhos (Sede)","O Brasil Para Cristo","Pr. Gilmar S. Lopes","Rua Maria Sieglinde, 115","Vila Hulda","Guarulhos","SP","(11) 2447-2132","","-23.4631566","-46.533271","CEP: 07094-050; CNPJ: 51.260.586/0001-64","27/02/2026","Importação PDF"
"OBPC Catedral do Jd. Imperial (Sede Campo Taboão)","O Brasil Para Cristo","Not specified","Av. Martins Júnior, S/N","Jardim Bela Vista","Guarulhos","SP","(11) 2404-1409","","-23.4380088","-46.5080739","CEP: 07141-000; CNPJ: 51.265.775/0005-53","27/02/2026","Importação PDF"
"OBPC Cidade Seródio","O Brasil Para Cristo","Not specified","Avenida Delfinópolis, S/N","Cidade Seródio","Guarulhos","SP","(11) 4052-7972","","-23.4176141","-46.4643188","CEP: 07150-010; Registro Ativo (Ipea)","27/02/2026","Importação PDF"
"Paz e Vida Jd. Pres. Dutra","Paz e Vida","Pr. Paulo Francisco","Av. Rio Real, 322","Jardim Pres. Dutra","Guarulhos","SP","(11) 9.5931-2479","","-23.40751","-46.41727","","27/02/2026","Importação PDF"
"Paz e VidaCidade Soberana","Paz e Vida","Pr. Jorge Sousa","Rua Taubaté, 20B","Cidade Soberana","Guarulhos","SP","(11) 9.4936-2249","","-23.4005793","-46.4402781","","27/02/2026","Importação PDF"
"Paz e Vida","Paz e Vida","Pr. Emerson Stevanelli","Av. Guarulhos, 80","Centro","Guarulhos","SP","(11) 4963-2548","","-23.4761381","-46.5343522","","27/02/2026","Importação PDF"
"Igreja Presbiteriana Esmirna","Presbiteriana","Rev. Ivan Almeida da Cunha","Rua Arakci Borazanian, 72","Parque Continental II","Guarulhos","SP","","","-23.4296632","-46.5479632","CNPJ: 10.528.534/0001-49; Chave Pix: CNPJ; CEP: 07084-380","27/02/2026","Importação PDF"
"3ª Igreja de Guarulhos","","Presbitério de Guarulhos","Praça dos Aviadores, 30","Cocaia","Guarulhos","SP","","","-23.4398282","-46.5215919","Localização estratégica próxima ao aeroporto; CEP: 07130-260","27/02/2026","Importação PDF"
"1ª Igreja de Guarulhos (Gopoúva)","","Presbitério de Guarulhos","Av. Torres Tibagy, 128","Gopoúva","Guarulhos","SP","","","-23.4646228","-46.5470809","Registro oficial no Sínodo de Guarulhos; CEP: 07062-000","27/02/2026","Importação PDF"
"4ª Igreja de Guarulhos","","Presbitério de Guarulhos","Av. Delfinópolis, 409","Cidade Ceródia","Guarulhos","SP","","","-23.4155051","-46.4596496","Expansão para a zona norte do município; CEP: 07151-110","27/02/2026","Importação PDF"
"2ª Igreja de Guarulhos","","Presbitério de Guarulhos","Rua Visconde de Cairu, 17b","Jardim Paulista","Guarulhos","SP","","","-23.4360464","-46.5502513","Unidade federada vinculada ao concílio regional; CEP: 07083-120","27/02/2026","Importação PDF"
"Primeira Igreja Presbiteriana de Guarulhos","Presbiteriana","Lucas Rodrigues Tucci","Rua Celso, 24","Vila Progresso","Guarulhos","SP","(11) 2464-0355","","-23.4579629","-46.5364278","CNPJ: 50.691.880/0001-68; CEP: 07095-160","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Gozolandia, 259","","Guarulhos","SP","","","-23.4761494","-46.3904673","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista Do Sétimo Dia","Igreja Adventista Do Sétimo Dia","","R. Domenico Perella, 110","","Guarulhos","SP","","","-23.4675941","-46.5277704","Abre sáb. às 08:30","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia Jd. Nova Bonsucesso","Igreja Adventista do Sétimo Dia","","R. Maracanã, N° 249","Jardim Nova Bonsucesso","Guarulhos","SP","(61) 3701-1818","","-23.4113068","-46.4062806","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Maria Dirce","Igreja Adventista do Sétimo Dia","","R. Muniz Ferreira, 219","Maria Dirce","Guarulhos","SP","","","-23.4322526","-46.4311787","Abre sáb. às 08:45","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Conjunto Marcos Freire","Igreja Adventista do Sétimo Dia","","Rua Rubens Coelho de Godoy, 99 - Ao lado do Nº 570","Conjunto Marcos Freire","Guarulhos","SP","","","-23.4615841","-46.4039987","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"IASD Inocoop","IASD","","R. Sen. Teotônio Viléla, 906","Inocoop","Guarulhos","SP","","","-23.4225994","-46.4158551","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Jardim Fortaleza","Igreja Adventista do Sétimo Dia","","R. Kazuko Fuji Shimizu, 156","Jardim Fortaleza","Guarulhos","SP","(11) 97224-5535","","-23.3782651","-46.449096","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Parque Primavera","Igreja Adventista do Sétimo Dia","","R. Ajax, 56","Parque Primavera","Guarulhos","SP","","","-23.4044698","-46.4931471","Abre sáb. às 08:45","27/02/2026","Importação PDF"
"IASD Cidade Soberana","IASD","","Av. Lagedao, 221","Cidade Soberana","Guarulhos","SP","","","-23.4007359","-46.4395103","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista De Setimo Dia","Igreja Adventista De Setimo Dia","","R. Sen. Teotônio Viléla, 906","Inocoop","Guarulhos","SP","","","-23.4225994","-46.4158551","","27/02/2026","Importação PDF"
"Igreja Adventista Do Sétimo Dia - Central Pimentas","Igreja Adventista Do Sétimo Dia","","Rua Aracy, 359","Jardim Leblon","Guarulhos","SP","(11) 95700-1253","","-23.4561111","-46.5361566","Abre sáb. às 08:30","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia Jd. Irene","Igreja Adventista do Sétimo Dia","","R. São João, N° 83","Jardim Irene","Guarulhos","SP","","","-23.4801708","-46.5354287","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista So Sétimo Dia","Igreja Adventista So Sétimo Dia","","Av. Pedro de Souza Lopes","","Guarulhos","SP","","","-23.4527136","-46.5685314","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia Bom Clima","Igreja Adventista do Sétimo Dia","","R. Maria das Dores Lopes Pinheiro, 151","Bom Clima","Guarulhos","SP","","","-23.456658","-46.5097821","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista Sètimo Dia","Igreja Adventista Sètimo Dia","","R. Domingos de Abreu, 384","","Guarulhos","SP","","","-23.469717","-46.5578392","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia de Vila Isabel","Igreja Adventista do Sétimo Dia","","R. Nova Timboteva, 393","Vila Isabel","Guarulhos","SP","(11) 2498-5690","","-23.4478488","-46.4296422","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Taboão/ Paraiso","Igreja Adventista do Sétimo Dia","","Av. Três Corações, 233","Taboão/ Paraiso","Guarulhos","SP","","","-23.4156","-46.5053249","Abre sáb. às 08:45","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Jardim Picanço","Igreja Adventista do Sétimo Dia","","R. Maria do Carmo, 344","Jardim Picanço","Guarulhos","SP","(11) 99394-1790","","-23.4515295","-46.5459075","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"IASD Pq. Continental 1","IASD","","R. Samuel Réis de Oliveira, 52","Parque Continental 1","Guarulhos","SP","","","-23.4342998","-46.5534503","Abre sáb. às 09:30","27/02/2026","Importação PDF"
"Igreja Adventista Do Sétimo Dia","Igreja Adventista Do Sétimo Dia","","R. São Fernando, 446","","Guarulhos","SP","","","-23.4067933","-46.4659276","Abre sáb. às 08:30","27/02/2026","Importação PDF"
"Igreja Adventista Do Sétimo Dia","Igreja Adventista Do Sétimo Dia","","R. Dom João Batista Gonzaga, 106","","Guarulhos","SP","","","-23.4325531","-46.5440344","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Vicente Melro, 1072","","Guarulhos","SP","","","-23.4585852","-46.566978","Abre às 19:45","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Jardim Marilena","Igreja Adventista do Sétimo Dia","","R. Monsenhor Paulo, 278","Jardim Marilena","Guarulhos","SP","","","-23.4238557","-46.4946194","Abre sáb. às 08:45","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","Rua Sarutaiá, 599","","Guarulhos","SP","","","-23.4388407","-46.526703","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","Av. Rio de Janeiro, 266","","Guarulhos","SP","","","-23.4341543","-46.5344899","Igreja receptiva","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Viana de Carvalho, 105","","Guarulhos","SP","","","-23.4696147","-46.5539688","Lugar acolhedor","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Jutaí, 1001","","Guarulhos","SP","","","-23.4345676","-46.4187544","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista Do Sétimo Dia - Jd. Angélica","Igreja Adventista Do Sétimo Dia","","R. Cap. Antônio Ribeiro da Costa, 107","Jardim Angélica","Guarulhos","SP","(61) 3701-1818","","-23.4547571","-46.4149501","Abre sáb. às 08:45","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Uirapuru I","Igreja Adventista do Sétimo Dia","","R. Quixeramobim, 33","Uirapuru I","Guarulhos","SP","","","-23.455488","-46.4631626","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Professor José Munhoz, 809","","Guarulhos","SP","","","-23.5002609","-46.5559078","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Abílio Mendes de Oliveira, 87","","Guarulhos","SP","","","-23.4167315","-46.4595255","Abre sáb. à 00:00","27/02/2026","Importação PDF"
"Igreja adventista do sétimo dia","Igreja adventista do sétimo dia","","Av. Bom Jesus, 222","","Guarulhos","SP","","","-23.4099632","-46.4578996","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia Guarulhos","Igreja Adventista do Sétimo Dia","","R. Diogo Farias, 100","","Guarulhos","SP","(11) 2409-7475","","-23.467527","-46.525836","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do setimo dia","Igreja Adventista do setimo dia","","R. França Junior, 270 A","","Guarulhos","SP","","","-23.4412083","-46.3841949","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"IASD Vila Sabatina","IASD","","R. Hélia, 371","Vila Sabatina","Guarulhos","SP","","","-23.4447238","-46.5626089","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia Cidade Jardim Cumbica","Igreja Adventista do Sétimo Dia","","R. Cap. Aviador Heitor Luís Jordão, N°290","Cidade Jardim Cumbica","Guarulhos","SP","","","-23.455","-46.41","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Dona Antônia, 811","","Guarulhos","SP","","","-23.4694811","-46.5434411","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"IASD Presidente Dutra","IASD","","R. Augusto Hog, 787","Presidente Dutra","Guarulhos","SP","","","-23.420603","-46.4323887","Abre sáb. às 08:30","27/02/2026","Importação PDF"
"IASD Monte Carmelo - Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Marquês de Cesare Bonesana, 168","Monte Carmelo","Guarulhos","SP","","","-23.4437388","-46.5111596","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia Jardim Palmira","Igreja Adventista do Sétimo Dia","","R. Dr. Roberto Lemos Pádua, 176","Jardim Palmira","Guarulhos","SP","","","-23.4333232","-46.5611274","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia - Parque Continental 2","Igreja Adventista do Sétimo Dia","","R. Dr. Laerte Romualdo de Souza, 160","Parque Continental 2","Guarulhos","SP","","","-23.427914","-46.5460811","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do 7° Dia - IASD Itapegica","Igreja Adventista do 7° Dia","","R. Saldanha Marinho, 97","Itapegica","Guarulhos","SP","","","-23.4946757","-46.5576107","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"IASD Parque Continental V","IASD","","R. Nain Hassan Rachid, 374","Parque Continental V","Guarulhos","SP","(11) 2409-7475","","-23.4220901","-46.5279068","","27/02/2026","Importação PDF"
"IASD RECREIO SÃO JORGE","IASD","","Avenida Palmira Rossi, 2012","Recreio São Jorge","Guarulhos","SP","","","-23.4039379","-46.5176844","","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia de Bela Vista","Igreja Adventista do Sétimo Dia","","R. Ibirarema, 49","Bela Vista","Guarulhos","SP","","","-23.4354224","-46.5073733","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"IASD Vila Araguaia","IASD"," materials","R. São Diogo, 81","Vila Araguaia","Guarulhos","SP","","","-23.429975","-46.5305583","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista Do Setimo Dia","Igreja Adventista Do Setimo Dia","","R. Antônio Roberto de Almeida, 319","","Guarulhos","SP","","","-23.4675941","-46.5277704","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"Igreja Adventista do Sétimo Dia","Igreja Adventista do Sétimo Dia","","R. Antônio Dias Santos, 57","","Guarulhos","SP","","","-23.4659604","-46.3986262","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"IASD Ponte Alta","IASD","","R. Adevilson Estevan dos Santos, 23","Ponte Alta","Guarulhos","SP","","","-23.4046255","-46.5181324","Abre sáb. às 09:00","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Padre Cláudio Arenal, 874","","Guarulhos","SP","","","-23.4568454","-46.5092889","Igreja gospel","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Ten. Campo, 89","","Guarulhos","SP","","","-23.4249542","-46.5029202","","27/02/2026","Importação PDF"
"Igreja O Brasil Para Crisrto","Igreja O Brasil Para Crisrto","","Rua Padre Geraldo Mauzeroll, 46","","Guarulhos","SP","","","-23.4259445","-46.5093321","Instituição religiosa, Aulas de judô","27/02/2026","Importação PDF"
"Igreja o Brasil para Cristo","Igreja o Brasil para Cristo","","Av. Bom Jesus da Lapa, 1743","","Guarulhos","SP","","","-23.4044192","-46.3928667","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. Limeira","","Guarulhos","SP","","","-23.4031228","-46.4366881","Instituição religiosa","27/02/2026","Importação PDF"
